page,card_index,year,date,title,paper_type,landing_page_url,open_access_marker,clinical_filter,screen_status,screen_reasons
54,12,2023,2023-01-31,Determinants of COVID-19 vaccination status and hesitancy among older adults in China,Article,https://www.nature.com/articles/s41591-023-02241-7,no,matched_token:covid,excluded,no_publisher_open_access_marker
54,13,2023,2023-01-26,Early detection of visual impairment in young children using a smartphone-based deep learning system,Article,https://www.nature.com/articles/s41591-022-02180-9,no,matched_token:children,excluded,no_publisher_open_access_marker
54,14,2023,2023-01-26,"Combined PD-1, BRAF and MEK inhibition in BRAF V600E colorectal cancer: a phase 2 trial",Article,https://www.nature.com/articles/s41591-022-02181-8,yes,matched_token:phase 2,eligible,
54,15,2023,2023-01-26,Persistent mutation burden drives sustained anti-tumor immune responses,Article,https://www.nature.com/articles/s41591-022-02163-w,yes,matched_token:patients,eligible,
54,16,2023,2023-01-23,Allogeneic BCMA-targeting CAR T cells in relapsed/refractory multiple myeloma: phase 1 UNIVERSAL trial interim results,Article,https://www.nature.com/articles/s41591-022-02182-7,no,matched_token:phase 1,excluded,no_publisher_open_access_marker
54,17,2023,2023-01-19,Federated learning for predicting histological response to neoadjuvant chemotherapy in triple-negative breast cancer,Article,https://www.nature.com/articles/s41591-022-02155-w,no,matched_token:patients,excluded,no_publisher_open_access_marker
54,18,2023,2023-01-19,Complex I inhibitor of oxidative phosphorylation in advanced solid tumors and acute myeloid leukemia: phase I trials,Article,https://www.nature.com/articles/s41591-022-02103-8,no,matched_token:patients,excluded,no_publisher_open_access_marker
54,19,2023,2023-01-19,Wearable full-body motion tracking of activities of daily living predicts disease trajectory in Duchenne muscular dystrophy,Article,https://www.nature.com/articles/s41591-022-02045-1,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
54,20,2023,2023-01-19,The impact of the COVID-19 pandemic on cardiovascular disease prevention and management,Article,https://www.nature.com/articles/s41591-022-02158-7,no,matched_token:covid,excluded,no_publisher_open_access_marker
55,1,2023,2023-01-19,Genomic autopsy to identify underlying causes of pregnancy loss and perinatal death,Article,https://www.nature.com/articles/s41591-022-02142-1,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
55,2,2023,2023-01-19,A wearable motion capture suit and machine learning predict disease progression in Friedreich’s ataxia,Article,https://www.nature.com/articles/s41591-022-02159-6,yes,matched_token:clinical,eligible,
55,3,2023,2023-01-18,Real-world COVID-19 vaccine effectiveness against the Omicron BA.2 variant in a SARS-CoV-2 infection-naive population,Article,https://www.nature.com/articles/s41591-023-02219-5,yes,matched_token:real-world,eligible,
55,4,2023,2023-01-18,Genetic predictors of lifelong medication-use patterns in cardiometabolic diseases,Article,https://www.nature.com/articles/s41591-022-02122-5,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
55,5,2023,2023-01-16,Molecular residual disease and efficacy of adjuvant chemotherapy in patients with colorectal cancer,Article,https://www.nature.com/articles/s41591-022-02115-4,yes,matched_token:patients,eligible,
55,6,2023,2023-01-16,"[ 11 C]metomidate PET-CT versus adrenal vein sampling for diagnosing surgically curable primary aldosteronism: a prospective, within-patient trial",Article,https://www.nature.com/articles/s41591-022-02114-5,yes,matched_token:patient,eligible,
55,7,2023,2023-01-13,Estimating the transmission dynamics of SARS-CoV-2 Omicron BF.7 in Beijing after adjustment of the zero-COVID policy in November–December 2022,Brief Communication,https://www.nature.com/articles/s41591-023-02212-y,no,matched_token:sars-cov-2,excluded,not_article_type;no_publisher_open_access_marker
55,8,2023,2023-01-11,"Fully automated closed-loop insulin delivery in adults with type 2 diabetes: an open-label, single-center, randomized crossover trial",Article,https://www.nature.com/articles/s41591-022-02144-z,yes,matched_token:adults,eligible,
55,9,2023,2023-01-09,A survey of COVID-19 vaccine acceptance across 23 countries in 2022,Article,https://www.nature.com/articles/s41591-022-02185-4,no,matched_token:covid,excluded,no_publisher_open_access_marker
55,10,2023,2023-01-09,Multistain deep learning for prediction of prognosis and therapy response in colorectal cancer,Article,https://www.nature.com/articles/s41591-022-02134-1,no,matched_token:therapy,excluded,no_publisher_open_access_marker
55,11,2023,2023-01-09,Evolutionary history of transformation from chronic lymphocytic leukemia to Richter syndrome,Article,https://www.nature.com/articles/s41591-022-02113-6,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
55,12,2023,2023-01-09,"Neural stem cell transplantation in patients with progressive multiple sclerosis: an open-label, phase 1 study",Article,https://www.nature.com/articles/s41591-022-02097-3,yes,matched_token:patients,eligible,
55,13,2023,2023-01-09,Autologous T cell therapy for MAGE-A4 + solid cancers in HLA-A*02 + patients: a phase 1 trial,Article,https://www.nature.com/articles/s41591-022-02128-z,yes,matched_token:therapy,eligible,
55,14,2023,2023-01-05,Pharmacotypes across the genomic landscape of pediatric acute lymphoblastic leukemia and impact on treatment response,Article,https://www.nature.com/articles/s41591-022-02112-7,yes,matched_token:treatment,eligible,
55,15,2023,2023-01-05,T cell receptor repertoires associated with control and disease progression following Mycobacterium tuberculosis infection,Article,https://www.nature.com/articles/s41591-022-02110-9,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
55,16,2023,2023-01-02,Infectiousness of SARS-CoV-2 breakthrough infections and reinfections during the Omicron wave,Article,https://www.nature.com/articles/s41591-022-02138-x,no,matched_token:sars-cov-2,excluded,no_publisher_open_access_marker
55,17,2022,2022-12-19,Human loss-of-function variants in the serotonin 2C receptor associated with obesity and maladaptive behavior,Article,https://www.nature.com/articles/s41591-022-02106-5,yes,matched_token:people with,eligible,
55,18,2022,2022-12-16,Germline variants associated with toxicity to immune checkpoint blockade,Article,https://www.nature.com/articles/s41591-022-02094-6,no,matched_token:patients,excluded,no_publisher_open_access_marker
55,19,2022,2022-12-16,IL7 genetic variation and toxicity to immune checkpoint blockade in patients with melanoma,Article,https://www.nature.com/articles/s41591-022-02095-5,yes,matched_token:patients,eligible,
55,20,2022,2022-12-15,Dapagliflozin in heart failure with improved ejection fraction: a prespecified analysis of the DELIVER trial,Article,https://www.nature.com/articles/s41591-022-02102-9,yes,matched_token:trial,eligible,
56,1,2022,2022-12-15,Leukocyte telomere length in children born following blastocyst-stage embryo transfer,Article,https://www.nature.com/articles/s41591-022-02108-3,no,matched_token:children,excluded,no_publisher_open_access_marker
56,2,2022,2022-12-08,Association of wearable device-measured vigorous intermittent lifestyle physical activity with mortality,Article,https://www.nature.com/articles/s41591-022-02100-x,yes,matched_token:mortality,eligible,
56,3,2022,2022-12-08,Molecular states during acute COVID-19 reveal distinct etiologies of long-term sequelae,Article,https://www.nature.com/articles/s41591-022-02107-4,yes,matched_token:covid,eligible,
56,4,2022,2022-12-08,"Atezolizumab plus anthracycline-based chemotherapy in metastatic triple-negative breast cancer: the randomized, double-blind phase 2b ALICE trial",Article,https://www.nature.com/articles/s41591-022-02126-1,yes,matched_token:randomized,eligible,
56,5,2022,2022-12-07,Patient preference for second- and third-line therapies in type 2 diabetes: a prespecified secondary endpoint of the TriMaster study,Article,https://www.nature.com/articles/s41591-022-02121-6,no,matched_token:patient,excluded,no_publisher_open_access_marker
56,6,2022,2022-12-07,Patient stratification for determining optimal second-line and third-line therapy for type 2 diabetes: the TriMaster study,Article,https://www.nature.com/articles/s41591-022-02120-7,no,matched_token:patient,excluded,no_publisher_open_access_marker
56,7,2022,2022-12-06,"Low neutralization of SARS-CoV-2 Omicron BA.2.75.2, BQ.1.1 and XBB.1 by parental mRNA vaccine or a BA.5 bivalent booster",Brief Communication,https://www.nature.com/articles/s41591-022-02162-x,no,matched_token:sars-cov-2,excluded,not_article_type;no_publisher_open_access_marker
56,8,2022,2022-12-05,Efficacy of empagliflozin in heart failure with preserved versus mid-range ejection fraction: a pre-specified analysis of EMPEROR-Preserved,Article,https://www.nature.com/articles/s41591-022-02041-5,yes,matched_token:clinical,eligible,
56,9,2022,2022-12-05,Whole-body CD8 + T cell visualization before and during cancer immunotherapy: a phase 1/2 trial,Article,https://www.nature.com/articles/s41591-022-02084-8,yes,matched_token:phase 1,eligible,
56,10,2022,2022-12-01,"Efficacy of supermarket and web-based interventions for improving dietary quality: a randomized, controlled trial",Article,https://www.nature.com/articles/s41591-022-02077-7,yes,matched_token:randomized,eligible,
56,11,2022,2022-12-01,Angiopoietin-like 3-derivative LNA043 for cartilage regeneration in osteoarthritis: a randomized phase 1 trial,Article,https://www.nature.com/articles/s41591-022-02059-9,yes,matched_token:randomized,eligible,
56,12,2022,2022-12-01,Data-driven identification of post-acute SARS-CoV-2 infection subphenotypes,Article,https://www.nature.com/articles/s41591-022-02116-3,yes,matched_token:sars-cov-2,eligible,
56,13,2022,2022-12-01,"Differential roles of Aβ42/40, p-tau231 and p-tau217 for Alzheimer’s trial selection and disease monitoring",Article,https://www.nature.com/articles/s41591-022-02074-w,yes,matched_token:trial,eligible,
56,14,2022,2022-11-24,CSF tau microtubule-binding region identifies pathological changes in primary tauopathies,Article,https://www.nature.com/articles/s41591-022-02075-9,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
56,15,2022,2022-11-21,Inhaled particulate accumulation with age impairs immune function and architecture in human lung lymph nodes,Article,https://www.nature.com/articles/s41591-022-02073-x,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
56,16,2022,2022-11-20,Global and regional estimates of orphans attributed to maternal cancer mortality in 2020,Article,https://www.nature.com/articles/s41591-022-02109-2,yes,matched_token:mortality,eligible,
56,17,2022,2022-11-14,Prospective evaluation of smartwatch-enabled detection of left ventricular dysfunction,Article,https://www.nature.com/articles/s41591-022-02053-1,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
56,18,2022,2022-11-10,Amyloid and tau PET-positive cognitively unimpaired individuals are at high risk for future cognitive decline,Article,https://www.nature.com/articles/s41591-022-02049-x,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
56,19,2022,2022-11-10,Acute and postacute sequelae associated with SARS-CoV-2 reinfection,Article,https://www.nature.com/articles/s41591-022-02051-3,yes,matched_token:sars-cov-2,eligible,
56,20,2022,2022-11-10,Overall survival with circulating tumor DNA-guided therapy in advanced non-small-cell lung cancer,Article,https://www.nature.com/articles/s41591-022-02047-z,no,matched_token:survival,excluded,no_publisher_open_access_marker
57,1,2022,2022-11-10,Proteomic signatures for identification of impaired glucose tolerance,Article,https://www.nature.com/articles/s41591-022-02055-z,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
57,2,2022,2022-11-10,Rare and common genetic determinants of metabolic individuality and their effects on human health,Article,https://www.nature.com/articles/s41591-022-02046-0,yes,matched_token:population,eligible,
57,3,2022,2022-10-27,"Safety, immunogenicity and effect on viral rebound of HTI vaccines in early treated HIV-1 infection: a randomized, placebo-controlled phase 1 trial",Article,https://www.nature.com/articles/s41591-022-02060-2,no,matched_token:randomized,excluded,no_publisher_open_access_marker
57,4,2022,2022-10-27,Retrospectively modeling the effects of increased global vaccine sharing on the COVID-19 pandemic,Article,https://www.nature.com/articles/s41591-022-02064-y,yes,matched_token:vaccine,eligible,
57,5,2022,2022-10-20,Bivalent SARS-CoV-2 mRNA vaccines increase breadth of neutralization and protect against the BA.5 Omicron variant in mice,Article,https://www.nature.com/articles/s41591-022-02092-8,no,matched_token:sars-cov-2,excluded,no_publisher_open_access_marker
57,6,2022,2022-10-18,Low levels of monkeypox virus-neutralizing antibodies after MVA-BN vaccination in healthy individuals,Article,https://www.nature.com/articles/s41591-022-02090-w,yes,matched_token:vaccination,eligible,
57,7,2022,2022-10-17,"Early intervention with 3BNC117 and romidepsin at antiretroviral treatment initiation in people with HIV-1: a phase 1b/2a, randomized trial",Article,https://www.nature.com/articles/s41591-022-02023-7,no,matched_token:treatment,excluded,no_publisher_open_access_marker
57,8,2022,2022-10-13,Human leukocyte antigen alleles associate with COVID-19 vaccine immunogenicity and risk of breakthrough infection,Article,https://www.nature.com/articles/s41591-022-02078-6,yes,matched_token:covid,eligible,
57,9,2022,2022-10-13,Clinical and molecular response to tebentafusp in previously treated patients with metastatic uveal melanoma: a phase 2 trial,Article,https://www.nature.com/articles/s41591-022-02015-7,yes,matched_token:clinical,eligible,
57,10,2022,2022-10-10,Health effects associated with consumption of unprocessed red meat: a Burden of Proof study,Article,https://www.nature.com/articles/s41591-022-01968-z,yes,matched_token:outcomes,eligible,
57,11,2022,2022-10-10,Health effects associated with vegetable consumption: a Burden of Proof study,Article,https://www.nature.com/articles/s41591-022-01970-5,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
57,12,2022,2022-10-10,The Burden of Proof studies: assessing the evidence of risk,Article,https://www.nature.com/articles/s41591-022-01973-2,yes,matched_token:outcomes,eligible,
57,13,2022,2022-10-10,Microbiome-derived ethanol in nonalcoholic fatty liver disease,Article,https://www.nature.com/articles/s41591-022-02016-6,no,matched_token:patients,excluded,no_publisher_open_access_marker
57,14,2022,2022-10-10,Health effects associated with smoking: a Burden of Proof study,Article,https://www.nature.com/articles/s41591-022-01978-x,yes,matched_token:outcomes,eligible,
57,15,2022,2022-10-10,Anti-tumor efficacy of a potent and selective non-covalent KRAS G12D inhibitor,Article,https://www.nature.com/articles/s41591-022-02007-7,no,matched_token:clinical,excluded,no_publisher_open_access_marker
57,16,2022,2022-10-10,Two-year effects of semaglutide in adults with overweight or obesity: the STEP 5 trial,Article,https://www.nature.com/articles/s41591-022-02026-4,yes,matched_token:adults,eligible,
57,17,2022,2022-10-10,"Influence of the microbiome, diet and genetics on inter-individual variation in the human plasma metabolome",Article,https://www.nature.com/articles/s41591-022-02014-8,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
57,18,2022,2022-10-10,Effects of elevated systolic blood pressure on ischemic heart disease: a Burden of Proof study,Article,https://www.nature.com/articles/s41591-022-01974-1,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
57,19,2022,2022-10-10,Association of step counts over time with the risk of chronic disease in the All of Us Research Program,Article,https://www.nature.com/articles/s41591-022-02012-w,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
57,20,2022,2022-10-06,"Safety, immunogenicity and antibody persistence of a bivalent Beta-containing booster vaccine against COVID-19: a phase 2/3 trial",Article,https://www.nature.com/articles/s41591-022-02031-7,yes,matched_token:vaccine,eligible,
58,1,2022,2022-10-03,"Glucagon receptor antagonist volagidemab in type 1 diabetes: a 12-week, randomized, double-blind, phase 2 trial",Article,https://www.nature.com/articles/s41591-022-02011-x,no,matched_token:randomized,excluded,no_publisher_open_access_marker
58,2,2022,2022-09-29,KIR-based inhibitory CARs overcome CAR-NK cell trogocytosis-mediated fratricide and tumor escape,Article,https://www.nature.com/articles/s41591-022-02003-x,no,matched_token:therapeutic,excluded,no_publisher_open_access_marker
58,3,2022,2022-09-29,Screening for idiopathic pulmonary fibrosis using comorbidity signatures in electronic health records,Article,https://www.nature.com/articles/s41591-022-02010-y,no,matched_token:screening,excluded,no_publisher_open_access_marker
58,4,2022,2022-09-22,Long-term neurologic outcomes of COVID-19,Article,https://www.nature.com/articles/s41591-022-02001-z,yes,matched_token:outcomes,eligible,
58,5,2022,2022-09-22,Temporal order of clinical and biomarker changes in familial frontotemporal dementia,Article,https://www.nature.com/articles/s41591-022-01942-9,no,matched_token:clinical,excluded,no_publisher_open_access_marker
58,6,2022,2022-09-22,Metabolomic profiles predict individual multidisease outcomes,Article,https://www.nature.com/articles/s41591-022-01980-3,yes,matched_token:outcomes,eligible,
58,7,2022,2022-09-22,A real-world comparison of tisagenlecleucel and axicabtagene ciloleucel CAR T cells in relapsed or refractory diffuse large B cell lymphoma,Article,https://www.nature.com/articles/s41591-022-01969-y,yes,matched_token:real-world,eligible,
58,8,2022,2022-09-22,Diet-driven microbial ecology underpins associations between cancer immunotherapy outcomes and the gut microbiome,Article,https://www.nature.com/articles/s41591-022-01965-2,no,matched_token:outcomes,excluded,no_publisher_open_access_marker
58,9,2022,2022-09-15,A digital mask to safeguard patient privacy,Article,https://www.nature.com/articles/s41591-022-01966-1,yes,matched_token:patient,eligible,
58,10,2022,2022-09-15,Variability of strain engraftment and predictability of microbiome composition after fecal microbiota transplantation across different diseases,Article,https://www.nature.com/articles/s41591-022-01964-3,yes,matched_token:clinical,eligible,
58,11,2022,2022-09-15,Anti-CD19 CAR T cell therapy for refractory systemic lupus erythematosus,Article,https://www.nature.com/articles/s41591-022-02017-5,no,matched_token:therapy,excluded,no_publisher_open_access_marker
58,12,2022,2022-09-15,Drivers and determinants of strain dynamics following fecal microbiota transplantation,Article,https://www.nature.com/articles/s41591-022-01913-0,yes,matched_token:clinical,eligible,
58,13,2022,2022-09-12,Post-infusion CAR T Reg cells identify patients resistant to CD19-CAR therapy,Article,https://www.nature.com/articles/s41591-022-01960-7,no,matched_token:patients,excluded,no_publisher_open_access_marker
58,14,2022,2022-09-12,Distinct cellular dynamics associated with response to CAR-T therapy for refractory B cell lymphoma,Article,https://www.nature.com/articles/s41591-022-01959-0,no,matched_token:therapy,excluded,no_publisher_open_access_marker
58,15,2022,2022-09-12,Genetic risk factors have a substantial impact on healthy life years,Article,https://www.nature.com/articles/s41591-022-01957-2,yes,matched_token:population,eligible,
58,16,2022,2022-09-12,RNF43 mutations predict response to anti-BRAF/EGFR combinatory therapies in BRAF V600E metastatic colorectal cancer,Article,https://www.nature.com/articles/s41591-022-01976-z,yes,matched_token:survival,eligible,
58,17,2022,2022-09-12,"Neoadjuvant atezolizumab for resectable non-small cell lung cancer: an open-label, single-arm phase II trial",Article,https://www.nature.com/articles/s41591-022-01962-5,yes,matched_token:trial,eligible,
58,18,2022,2022-09-05,Transplantation of human neural progenitor cells secreting GDNF into the spinal cord of patients with ALS: a phase 1/2a trial,Article,https://www.nature.com/articles/s41591-022-01956-3,yes,matched_token:patients,eligible,
58,19,2022,2022-09-05,Long-term cardiac pathology in individuals with mild initial COVID-19 illness,Article,https://www.nature.com/articles/s41591-022-02000-0,yes,matched_token:covid,eligible,
58,20,2022,2022-08-29,Tumor immune contexture is a determinant of anti-CD19 CAR T cell efficacy in large B cell lymphoma,Article,https://www.nature.com/articles/s41591-022-01916-x,yes,matched_token:phase 1,eligible,
59,1,2022,2022-08-29,Pilot study of responsive nucleus accumbens deep brain stimulation for loss-of-control eating,Brief Communication,https://www.nature.com/articles/s41591-022-01941-w,yes,matched_token:patients,excluded,not_article_type
59,2,2022,2022-08-28,Smartphone-based screening for atrial fibrillation: a pragmatic randomized clinical trial,Article,https://www.nature.com/articles/s41591-022-01979-w,no,matched_token:screening,excluded,no_publisher_open_access_marker
59,3,2022,2022-08-27,"Dapagliflozin across the range of ejection fraction in patients with heart failure: a patient-level, pooled meta-analysis of DAPA-HF and DELIVER",Analysis,https://www.nature.com/articles/s41591-022-01971-4,yes,excluded_article_type_title,excluded,not_article_type;excluded_article_type_title;excluded_title
59,4,2022,2022-08-25,"Cemiplimab plus chemotherapy versus chemotherapy alone in non-small cell lung cancer: a randomized, controlled, double-blind phase 3 trial",Article,https://www.nature.com/articles/s41591-022-01977-y,yes,matched_token:randomized,eligible,
59,5,2022,2022-08-22,Artificial intelligence-enabled detection and assessment of Parkinson’s disease using nocturnal breathing signals,Article,https://www.nature.com/articles/s41591-022-01932-x,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
59,6,2022,2022-08-22,Atezolizumab versus chemotherapy in advanced or metastatic NSCLC with high blood-based tumor mutational burden: primary analysis of BFAST cohort C randomized phase 3 trial,Article,https://www.nature.com/articles/s41591-022-01933-w,yes,matched_token:cohort,eligible,
59,7,2022,2022-08-22,Neutralization titer biomarker for antibody-mediated prevention of HIV-1 acquisition,Article,https://www.nature.com/articles/s41591-022-01953-6,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
59,8,2022,2022-08-18,Programmable antivirals targeting critical conserved viral RNA secondary structures from influenza A virus and SARS-CoV-2,Article,https://www.nature.com/articles/s41591-022-01908-x,no,matched_token:sars-cov-2,excluded,no_publisher_open_access_marker
59,9,2022,2022-08-15,"Individualized, heterologous chimpanzee adenovirus and self-amplifying mRNA neoantigen vaccine for advanced metastatic solid tumors: phase 1 trial interim results",Article,https://www.nature.com/articles/s41591-022-01937-6,no,matched_token:vaccine,excluded,no_publisher_open_access_marker
59,10,2022,2022-08-15,Genomic and transcriptomic determinants of response to neoadjuvant therapy in rectal cancer,Article,https://www.nature.com/articles/s41591-022-01930-z,no,matched_token:therapy,excluded,no_publisher_open_access_marker
59,11,2022,2022-08-12,Retrospective detection of asymptomatic monkeypox virus infections among male sexual health clinic attendees in Belgium,Brief Communication,https://www.nature.com/articles/s41591-022-02004-w,yes,matched_token:clinical,excluded,not_article_type
59,12,2022,2022-08-12,Pan-cancer efficacy of pralsetinib in patients with RET fusion–positive solid tumors from the phase 1/2 ARROW trial,Article,https://www.nature.com/articles/s41591-022-01931-y,yes,matched_token:patients,eligible,
59,13,2022,2022-08-11,Lipid lowering effects of the CETP inhibitor obicetrapib in combination with high-intensity statins: a randomized phase 2 trial,Article,https://www.nature.com/articles/s41591-022-01936-7,no,matched_token:randomized,excluded,no_publisher_open_access_marker
59,14,2022,2022-08-11,Detection of early seeding of Richter transformation in chronic lymphocytic leukemia,Article,https://www.nature.com/articles/s41591-022-01927-8,yes,matched_token:patients,eligible,
59,15,2022,2022-08-11,Plasma p-tau231 and p-tau217 as state markers of amyloid-β pathology in preclinical Alzheimer’s disease,Brief Communication,https://www.nature.com/articles/s41591-022-01925-w,yes,matched_token:population,excluded,not_article_type
59,16,2022,2022-08-08,"Trastuzumab deruxtecan in HER2-positive breast cancer with brain metastases: a single-arm, phase 2 trial",Article,https://www.nature.com/articles/s41591-022-01935-8,yes,matched_token:phase 2,eligible,
59,17,2022,2022-08-08,"Pepinemab antibody blockade of SEMA4D in early Huntington’s disease: a randomized, placebo-controlled, phase 2 trial",Article,https://www.nature.com/articles/s41591-022-01919-8,yes,matched_token:randomized,eligible,
59,18,2022,2022-08-04,Anti-inflammatory clearance of amyloid-β by a chimeric Gas6 fusion protein,Article,https://www.nature.com/articles/s41591-022-01926-9,no,matched_token:therapy,excluded,no_publisher_open_access_marker
59,19,2022,2022-08-04,CRISPR–Cas9-mediated gene editing of the BCL11A enhancer for pediatric β 0 /β 0 transfusion-dependent β-thalassemia,Article,https://www.nature.com/articles/s41591-022-01906-z,no,matched_token:phase 1,excluded,no_publisher_open_access_marker
59,20,2022,2022-08-01,Circulating tumor DNA to guide rechallenge with panitumumab in metastatic colorectal cancer: the phase 2 CHRONOS trial,Article,https://www.nature.com/articles/s41591-022-01886-0,yes,matched_token:phase 2,eligible,
60,1,2022,2022-08-01,Large-scale genome-wide association study of coronary artery disease in genetically diverse populations,Article,https://www.nature.com/articles/s41591-022-01891-3,no,matched_token:cohort,excluded,no_publisher_open_access_marker
60,2,2022,2022-07-25,Symptoms and risk factors for long COVID in non-hospitalized adults,Article,https://www.nature.com/articles/s41591-022-01909-w,yes,matched_token:covid,eligible,
60,3,2022,2022-07-25,Genetic risk score enhances the risk prediction of severe obesity in adult survivors of childhood cancer,Article,https://www.nature.com/articles/s41591-022-01902-3,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
60,4,2022,2022-07-21,Intratumoral oncolytic herpes virus G47∆ for residual or recurrent glioblastoma: a phase 2 trial,Article,https://www.nature.com/articles/s41591-022-01897-x,yes,matched_token:phase 2,eligible,
60,5,2022,2022-07-21,Factors driving provider adoption of the TREWS machine learning-based early warning system and its effects on sepsis treatment timing,Article,https://www.nature.com/articles/s41591-022-01895-z,no,matched_token:treatment,excluded,no_publisher_open_access_marker
60,6,2022,2022-07-21,"Prospective, multi-site study of patient outcomes after implementation of the TREWS machine learning-based early warning system for sepsis",Article,https://www.nature.com/articles/s41591-022-01894-0,no,matched_token:patient,excluded,no_publisher_open_access_marker
60,7,2022,2022-07-18,Modeling global 80-80-80 blood pressure targets and cardiovascular outcomes,Article,https://www.nature.com/articles/s41591-022-01890-4,yes,matched_token:outcomes,eligible,
60,8,2022,2022-07-04,Longitudinal dynamics of clonal hematopoiesis identifies gene-specific fitness effects,Article,https://www.nature.com/articles/s41591-022-01883-3,yes,no_predeclared_human_clinical_evidence_token,excluded,no_predeclared_human_clinical_evidence_token
60,9,2022,2022-06-30,Systematic pan-cancer analysis of mutation–treatment interactions using large real-world clinicogenomics data,Article,https://www.nature.com/articles/s41591-022-01873-5,no,matched_token:treatment,excluded,no_publisher_open_access_marker
60,10,2022,2022-06-27,Emergence of SARS-CoV-2 Omicron lineages BA.4 and BA.5 in South Africa,Brief Communication,https://www.nature.com/articles/s41591-022-01911-2,yes,matched_token:sars-cov-2,excluded,not_article_type
60,11,2022,2022-06-27,City-level impact of extreme temperatures and mortality in Latin America,Article,https://www.nature.com/articles/s41591-022-01872-6,yes,matched_token:mortality,eligible,
60,12,2022,2022-06-24,Phylogenomic characterization and signs of microevolution in the 2022 multi-country outbreak of monkeypox virus,Brief Communication,https://www.nature.com/articles/s41591-022-01907-y,yes,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_predeclared_human_clinical_evidence_token
60,13,2022,2022-06-23,Molecular correlates of clinical response and resistance to atezolizumab in combination with bevacizumab in advanced hepatocellular carcinoma,Article,https://www.nature.com/articles/s41591-022-01868-2,no,matched_token:clinical,excluded,no_publisher_open_access_marker
60,14,2022,2022-06-23,Molecular profiling identifies targeted therapy opportunities in pediatric solid cancer,Article,https://www.nature.com/articles/s41591-022-01856-6,no,matched_token:therapy,excluded,no_publisher_open_access_marker
60,15,2022,2022-06-20,"Licogliflozin for nonalcoholic steatohepatitis: a randomized, double-blind, placebo-controlled, phase 2a study",Article,https://www.nature.com/articles/s41591-022-01861-9,no,matched_token:randomized,excluded,no_publisher_open_access_marker
60,16,2022,2022-06-20,Drivers of adaptive evolution during chronic SARS-CoV-2 infections,Article,https://www.nature.com/articles/s41591-022-01882-4,yes,matched_token:sars-cov-2,eligible,
60,17,2022,2022-06-17,Onasemnogene abeparvovec for presymptomatic infants with three copies of SMN2 at risk for spinal muscular atrophy: the Phase III SPR1NT trial,Article,https://www.nature.com/articles/s41591-022-01867-3,yes,matched_token:trial,eligible,
60,18,2022,2022-06-17,Onasemnogene abeparvovec for presymptomatic infants with two copies of SMN2 at risk for spinal muscular atrophy type 1: the Phase III SPR1NT trial,Article,https://www.nature.com/articles/s41591-022-01866-4,yes,matched_token:trial,eligible,
60,19,2022,2022-06-16,Potential sources of dataset bias complicate investigation of underdiagnosis by machine learning algorithms,Matters Arising,https://www.nature.com/articles/s41591-022-01846-8,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
60,20,2022,2022-06-16,Confounding factors need to be accounted for in assessing bias by machine learning algorithms,Matters Arising,https://www.nature.com/articles/s41591-022-01847-7,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
61,1,2022,2022-06-16,Reply to: ‘Potential sources of dataset bias complicate investigation of underdiagnosis by machine learning algorithms’ and ‘Confounding factors need to be accounted for in assessing bias by machine learning algorithms’,Matters Arising,https://www.nature.com/articles/s41591-022-01854-8,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
