aggregate_id,paper_id,instrument,dimension,aggregation_set_id,rubric_version,n_ratings,n_distinct_judges,n_human_judges,n_ai_judges,n_ai_models,n_ai_replicates,mean,median,sd,min,max,aggregation_policy,adjudicated_value,adjudication_status,notes
agg_pilot_seed_codex_only:D0001:causal_abstraction:intervention_relevance,D0001,causal_abstraction,intervention_relevance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0001:causal_abstraction:invariance,D0001,causal_abstraction,invariance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0001:causal_abstraction:measurement_model,D0001,causal_abstraction,measurement_model,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0001:causal_abstraction:mechanism,D0001,causal_abstraction,mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0001:causal_abstraction:rival_explanations,D0001,causal_abstraction,rival_explanations,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0001:causal_abstraction:severe_test,D0001,causal_abstraction,severe_test,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0001:causal_abstraction:total,D0001,causal_abstraction,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,7,7,,7,7,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0001:statistical_inductivist_dependence:flexible_pipeline,D0001,statistical_inductivist_dependence,flexible_pipeline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0001:statistical_inductivist_dependence:high_dimensional_search,D0001,statistical_inductivist_dependence,high_dimensional_search,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0001:statistical_inductivist_dependence:limited_intervention,D0001,statistical_inductivist_dependence,limited_intervention,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0001:statistical_inductivist_dependence:local_validation,D0001,statistical_inductivist_dependence,local_validation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0001:statistical_inductivist_dependence:prediction_dependence,D0001,statistical_inductivist_dependence,prediction_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0001:statistical_inductivist_dependence:significance_dependence,D0001,statistical_inductivist_dependence,significance_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0001:statistical_inductivist_dependence:total,D0001,statistical_inductivist_dependence,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,9,9,,9,9,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0001:statistical_inductivist_dependence:weak_mechanism,D0001,statistical_inductivist_dependence,weak_mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0002:causal_abstraction:abstraction_discipline,D0002,causal_abstraction,abstraction_discipline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0002:causal_abstraction:causal_relation,D0002,causal_abstraction,causal_relation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0002:causal_abstraction:entity_specification,D0002,causal_abstraction,entity_specification,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0002:causal_abstraction:intervention_relevance,D0002,causal_abstraction,intervention_relevance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0002:causal_abstraction:invariance,D0002,causal_abstraction,invariance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0002:causal_abstraction:measurement_model,D0002,causal_abstraction,measurement_model,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0002:causal_abstraction:mechanism,D0002,causal_abstraction,mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0002:causal_abstraction:rival_explanations,D0002,causal_abstraction,rival_explanations,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0002:causal_abstraction:severe_test,D0002,causal_abstraction,severe_test,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0002:causal_abstraction:total,D0002,causal_abstraction,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,10,10,,10,10,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0002:statistical_inductivist_dependence:flexible_pipeline,D0002,statistical_inductivist_dependence,flexible_pipeline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0002:statistical_inductivist_dependence:high_dimensional_search,D0002,statistical_inductivist_dependence,high_dimensional_search,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0002:statistical_inductivist_dependence:limited_intervention,D0002,statistical_inductivist_dependence,limited_intervention,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0002:statistical_inductivist_dependence:local_validation,D0002,statistical_inductivist_dependence,local_validation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0002:statistical_inductivist_dependence:prediction_dependence,D0002,statistical_inductivist_dependence,prediction_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0002:statistical_inductivist_dependence:significance_dependence,D0002,statistical_inductivist_dependence,significance_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0002:statistical_inductivist_dependence:total,D0002,statistical_inductivist_dependence,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,8,8,,8,8,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0002:statistical_inductivist_dependence:weak_mechanism,D0002,statistical_inductivist_dependence,weak_mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0003:causal_abstraction:abstraction_discipline,D0003,causal_abstraction,abstraction_discipline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0003:causal_abstraction:causal_relation,D0003,causal_abstraction,causal_relation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0003:causal_abstraction:entity_specification,D0003,causal_abstraction,entity_specification,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0003:causal_abstraction:intervention_relevance,D0003,causal_abstraction,intervention_relevance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0003:causal_abstraction:invariance,D0003,causal_abstraction,invariance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0003:causal_abstraction:measurement_model,D0003,causal_abstraction,measurement_model,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0003:causal_abstraction:mechanism,D0003,causal_abstraction,mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0003:causal_abstraction:rival_explanations,D0003,causal_abstraction,rival_explanations,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0003:causal_abstraction:severe_test,D0003,causal_abstraction,severe_test,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0003:causal_abstraction:total,D0003,causal_abstraction,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,7,7,,7,7,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0003:statistical_inductivist_dependence:flexible_pipeline,D0003,statistical_inductivist_dependence,flexible_pipeline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0003:statistical_inductivist_dependence:high_dimensional_search,D0003,statistical_inductivist_dependence,high_dimensional_search,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0003:statistical_inductivist_dependence:limited_intervention,D0003,statistical_inductivist_dependence,limited_intervention,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0003:statistical_inductivist_dependence:local_validation,D0003,statistical_inductivist_dependence,local_validation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0003:statistical_inductivist_dependence:prediction_dependence,D0003,statistical_inductivist_dependence,prediction_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0003:statistical_inductivist_dependence:significance_dependence,D0003,statistical_inductivist_dependence,significance_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0003:statistical_inductivist_dependence:total,D0003,statistical_inductivist_dependence,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,6,6,,6,6,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0003:statistical_inductivist_dependence:weak_mechanism,D0003,statistical_inductivist_dependence,weak_mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0004:causal_abstraction:abstraction_discipline,D0004,causal_abstraction,abstraction_discipline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0004:causal_abstraction:causal_relation,D0004,causal_abstraction,causal_relation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0004:causal_abstraction:entity_specification,D0004,causal_abstraction,entity_specification,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0004:causal_abstraction:intervention_relevance,D0004,causal_abstraction,intervention_relevance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0004:causal_abstraction:invariance,D0004,causal_abstraction,invariance,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0004:causal_abstraction:measurement_model,D0004,causal_abstraction,measurement_model,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0004:causal_abstraction:mechanism,D0004,causal_abstraction,mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0004:causal_abstraction:rival_explanations,D0004,causal_abstraction,rival_explanations,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0004:causal_abstraction:severe_test,D0004,causal_abstraction,severe_test,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0004:causal_abstraction:total,D0004,causal_abstraction,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,9,9,,9,9,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0004:statistical_inductivist_dependence:flexible_pipeline,D0004,statistical_inductivist_dependence,flexible_pipeline,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0004:statistical_inductivist_dependence:high_dimensional_search,D0004,statistical_inductivist_dependence,high_dimensional_search,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0004:statistical_inductivist_dependence:limited_intervention,D0004,statistical_inductivist_dependence,limited_intervention,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0004:statistical_inductivist_dependence:local_validation,D0004,statistical_inductivist_dependence,local_validation,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0004:statistical_inductivist_dependence:prediction_dependence,D0004,statistical_inductivist_dependence,prediction_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,0,0,,0,0,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0004:statistical_inductivist_dependence:significance_dependence,D0004,statistical_inductivist_dependence,significance_dependence,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,2,2,,2,2,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0004:statistical_inductivist_dependence:total,D0004,statistical_inductivist_dependence,total,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,10,10,,10,10,pooled_mean,,not_adjudicated,Diagnostic only.
agg_pilot_seed_codex_only:D0004:statistical_inductivist_dependence:weak_mechanism,D0004,statistical_inductivist_dependence,weak_mechanism,agg_pilot_seed_codex_only,v0.1-pilot,1,1,0,1,1,1,1,1,,1,1,pooled_mean,,not_adjudicated,Diagnostic only.
